VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2006,129.426749351,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2007,130.267849459,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2008,131.108949567,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2009,131.950049675,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2010,132.791149784,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2011,126.860374892,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2012,127.31832,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2013,128.446973333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2014,129.375626667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2015,130.20428,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2016,130.6906,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2017,134.774,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2018,135.263366667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2019,135.519533333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2020,135.5274,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2021,134.9044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2022,135.2444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2000,290.887210781,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2001,289.976025192,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2002,292.41550324,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2003,293.701389301,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2004,293.123835268,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2005,294.413556235,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2006,296.005313963,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2007,295.287071691,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2008,295.874569895,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2009,294.872978515,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2010,294.783387136,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2011,290.297867423,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2012,291.01396771,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2013,294.414776223,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2014,295.101505568,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2015,297.386438377,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2016,303.41851734,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2017,310.666577577,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2018,305.965960911,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2019,333.136758786,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2020,321.302836423,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2021,310.682944498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2022,321.522977684,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2000,599.842333333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2001,600.581428571,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2002,601.320523809,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2003,602.059619048,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2004,602.798714286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2005,603.546409524,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2006,588.288004762,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2007,573.0286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2008,556.398,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2009,539.769,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2010,526.169838658,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2011,516.690064537,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2012,507.362548403,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2013,498.035032269,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2014,488.747016134,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2015,479.459,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2016,480.0055,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2017,480.552,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2018,480.453333333,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2019,480.354666667,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2020,480.2685,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2021,480.427,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2022,480.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2000,24.558185714,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2001,24.901784762,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2002,24.60913381,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2003,24.316482857,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2004,24.023831905,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2005,23.731180952,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2006,22.97225,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2007,21.86975,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2008,20.76725,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2009,19.66475,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2010,19.348,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2011,18.953507163,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2012,21.576014326,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2013,25.244521488,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2014,24.076028651,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2015,22.705535814,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2016,22.328262977,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2017,22.747162233,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2018,23.227406401,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2019,21.046633928,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2020,18.938,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2021,21.8115,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2022,22.145,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2000,0.3531,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2001,0.37788,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2002,0.40266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2003,0.42744,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2004,0.45222,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2005,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2006,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2007,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2008,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2009,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2010,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2011,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2012,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2013,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2014,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2015,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2016,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2017,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2018,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2019,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2020,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2000,22.326131421,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2001,22.670013354,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2002,23.000462877,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2003,23.331449542,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2004,24.779774302,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2005,25.069172685,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2006,25.315029227,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2007,25.234711526,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2008,26.426497397,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2009,26.86516422,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2010,27.085016757,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2011,27.464523295,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2012,27.940263165,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2013,28.414960179,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2014,28.562523748,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2015,27.88536192,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2016,28.443193592,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2017,28.23455592,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2018,28.018318248,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2019,27.833880576,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2020,27.673828214,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2021,27.420825346,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2022,27.307017034,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2000,225.7978625,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2001,238.135594143,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2002,250.473325786,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2003,262.811057429,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2004,276.320789071,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2005,292.151520714,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2006,379.553107994,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2007,445.780695273,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2008,453.095282552,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2009,458.486869831,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2010,466.52245711,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2011,473.63004439,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2012,480.140631669,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2013,486.661218948,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2014,491.985806227,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2015,497.132536364,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2016,500.307728978,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2017,504.06908,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2018,504.43281079,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2019,498.30651398,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2020,499.78566918,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2021,501.159179198,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2022,503.046123806,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2000,914.3222,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2001,931.8499275,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2002,949.377655,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2003,966.9053825,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2004,984.43311,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2005,1000.760292857,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2006,1017.324161905,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2007,1033.888030952,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2008,1086.6599,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2009,1101.7199,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2010,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2011,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2012,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2013,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2014,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2015,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2016,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2017,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2018,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2019,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2020,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2021,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2022,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2000,73.883217016,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2001,76.268737294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2002,83.947714893,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2003,85.760330174,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2004,87.390543625,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2005,88.904242008,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2006,89.894215584,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2007,90.78880596,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2008,91.771213886,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2009,92.454405903,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2010,93.290116102,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2011,93.72657392,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2012,94.908805476,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2013,95.528960841,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2014,97.508008513,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2015,99.647161741,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2016,101.180506755,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2017,101.35108024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2018,103.701831021,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2019,103.409382057,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2020,104.300023493,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2021,104.68296692,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2022,105.168573014,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2000,170.141019872,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2001,166.591058526,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2002,166.490897179,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2003,166.889768846,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2004,165.42520042,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2005,165.827906993,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2006,166.578564612,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2007,165.019222232,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2008,164.765620328,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2009,162.92292884,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2010,161.992237352,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2011,163.437492531,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2012,163.69564771,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2013,165.967802889,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2014,165.725878902,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2015,167.182158377,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2016,172.72791734,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2017,175.892577577,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2018,170.702594244,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2019,197.617225453,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2020,185.775436423,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2021,175.778544498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2022,186.278577684,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2000,3533.864913076,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2001,3564.097894232,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2002,3609.489645575,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2003,3649.278257836,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2004,3681.620105456,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2005,3720.18837286,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2006,3829.523792758,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2007,3893.937763104,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2008,3977.111387363,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2009,3976.880912429,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2010,3999.769664001,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2011,3997.745716392,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2012,4004.327509668,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2013,4000.427869756,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2014,3999.142788597,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2015,3988.488655006,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2016,4015.200037322,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2017,4033.491795825,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2018,4031.069916491,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2019,4049.476193592,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2020,4006.927354946,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2021,3970.989917776,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2022,3989.745011487,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2000,1052.667580424,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2001,1054.283959268,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2002,1027.855057588,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2003,1001.80335423,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2004,976.673514438,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2005,951.733636507,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2006,907.926902828,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2007,849.531695789,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2008,791.462128497,m3/inhab/year,E,true
