VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Least Developed Countries,2021,13.698571291,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Least Developed Countries,2022,13.391782945,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa,2020,69.908453773,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa,2021,67.419274589,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa,2022,66.740347809,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa and Western Asia,2020,85.075297071,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa and Western Asia,2021,79.888039808,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern Africa and Western Asia,2022,78.177693814,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern America,2020,167.486488851,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern America,2021,167.044863468,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Northern America,2022,166.281026207,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania,2020,66.211431694,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania,2021,70.96363286,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania,2022,71.599481318,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania (excluding Australia and New Zealand),2020,18.755650064,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania (excluding Australia and New Zealand),2021,18.437623364,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Oceania (excluding Australia and New Zealand),2022,18.138498664,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Small Island Developing States,2020,79.732829474,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Small Island Developing States,2021,77.48932589,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Small Island Developing States,2022,76.674568682,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),South-eastern Asia,2020,62.487085646,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),South-eastern Asia,2021,62.242863714,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),South-eastern Asia,2022,62.176530524,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Southern Asia,2020,38.632820029,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Southern Asia,2021,38.251883827,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Southern Asia,2022,37.888672202,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Sub-Saharan Africa,2020,15.312847646,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Sub-Saharan Africa,2021,15.191536467,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Sub-Saharan Africa,2022,14.903253785,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Western Asia,2020,98.589146021,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Western Asia,2021,91.013034451,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),Western Asia,2022,88.348364501,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),World,2020,66.857156315,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),World,2021,66.082988357,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Municipal water withdrawal per capita (total population),World,2022,65.677062314,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Australia and New Zealand,2020,18.461,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Australia and New Zealand,2021,21.3345,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Australia and New Zealand,2022,21.668,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central Asia,2020,119.8997,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central Asia,2021,103.3268654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central Asia,2022,104.5758654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central and Southern Asia,2020,1236.6796,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central and Southern Asia,2021,1220.1067654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Central and Southern Asia,2022,1221.3557654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern Asia,2020,697.1922,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern Asia,2021,696.9922,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern Asia,2022,696.9922,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern and South-Eastern Asia,2020,1196.97786918,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern and South-Eastern Asia,2021,1198.151379198,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Eastern and South-Eastern Asia,2022,1200.038323806,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe,2020,284.413505979,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe,2021,283.06373652,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe,2022,281.667829432,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe and Northern America,2020,764.682005979,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe and Northern America,2021,763.49073652,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Europe and Northern America,2022,762.051829432,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Land Locked Developing Countries,2020,209.407631269,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Land Locked Developing Countries,2021,193.877249897,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Land Locked Developing Countries,2022,197.650846074,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Latin America and the Caribbean,2020,364.047019871,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Latin America and the Caribbean,2021,352.06362524,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Latin America and the Caribbean,2022,357.46254215,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Least Developed Countries,2020,198.944305764,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Least Developed Countries,2021,198.953805764,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Least Developed Countries,2022,198.944805764,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2020,135.5274,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2021,134.9044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa,2022,135.2444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2020,321.302836423,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2021,310.682944498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern Africa and Western Asia,2022,321.522977684,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2020,480.2685,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2021,480.427,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Northern America,2022,480.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2020,18.938,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2021,21.8115,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania,2022,22.145,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2020,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.477,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2020,27.673828214,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2021,27.420825346,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Small Island Developing States,2022,27.307017034,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2020,499.78566918,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2021,501.159179198,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,South-eastern Asia,2022,503.046123806,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2020,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2021,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Southern Asia,2022,1116.7799,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2020,104.300023493,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2021,104.68296692,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Sub-Saharan Africa,2022,105.168573014,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2020,185.775436423,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2021,175.778544498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,Western Asia,2022,186.278577684,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2020,4006.927354946,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2021,3970.989917776,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal,World,2022,3989.745011487,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2020,599.039136164,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2021,686.700818508,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Australia and New Zealand,2022,691.457222802,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central Asia,2020,1568.713807546,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central Asia,2021,1326.970668054,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central Asia,2022,1318.043060477,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central and Southern Asia,2020,600.346735061,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central and Southern Asia,2021,586.271243115,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Central and Southern Asia,2022,581.097395236,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern Asia,2020,416.555885082,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern Asia,2021,416.499281033,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern Asia,2022,417.002233575,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern and South-Eastern Asia,2020,509.635343384,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern and South-Eastern Asia,2021,509.11070357,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Eastern and South-Eastern Asia,2022,509.282018236,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe,2020,380.432153131,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe,2021,379.083597254,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe,2022,378.037315487,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe and Northern America,2020,679.511532423,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe and Northern America,2021,678.388717168,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Europe and Northern America,2022,677.041659451,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Land Locked Developing Countries,2020,386.974487781,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Land Locked Developing Countries,2021,350.027370238,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Land Locked Developing Countries,2022,349.12690011,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Latin America and the Caribbean,2020,562.936918117,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Latin America and the Caribbean,2021,541.280596928,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Latin America and the Caribbean,2022,546.30545575,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Least Developed Countries,2020,183.502154472,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Least Developed Countries,2021,179.285618038,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Least Developed Countries,2022,175.262472262,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa,2020,528.785320376,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa,2021,517.9031852,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa,2022,510.896181986,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa and Western Asia,2020,590.685450703,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa and Western Asia,2021,562.396404517,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern Africa and Western Asia,2022,571.689304029,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern America,2020,1271.445130685,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern America,2021,1268.481032281,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Northern America,2022,1262.567701173,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania,2020,429.598497127,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania,2021,489.461239647,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania,2022,491.527842328,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania (excluding Australia and New Zealand),2020,35.958380549,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania (excluding Australia and New Zealand),2021,35.348658941,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Oceania (excluding Australia and New Zealand),2022,34.775176298,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Small Island Developing States,2020,394.005428239,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Small Island Developing States,2021,387.847490656,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Small Island Developing States,2022,382.91249982,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,South-eastern Asia,2020,740.43582953,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,South-eastern Asia,2021,737.03501279,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,South-eastern Asia,2022,734.482828778,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Southern Asia,2020,563.032038806,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Southern Asia,2021,557.480301031,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Southern Asia,2022,552.186879997,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Sub-Saharan Africa,2020,92.750401112,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Sub-Saharan Africa,2021,90.770314209,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Sub-Saharan Africa,2022,88.962630865,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Western Asia,2020,645.839248682,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Western Asia,2021,602.094547664,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,Western Asia,2022,625.74964496,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,World,2020,507.64128166,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,World,2021,498.825017612,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Total water withdrawal per capita,World,2022,496.999823661,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Australia and New Zealand,2020,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Australia and New Zealand,2021,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Australia and New Zealand,2022,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central Asia,2020,8.811,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central Asia,2021,8.72,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central Asia,2022,8.818,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central and Southern Asia,2020,8.811,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central and Southern Asia,2021,8.72,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Central and Southern Asia,2022,8.818,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern Asia,2020,8.2,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern Asia,2021,8.2,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern Asia,2022,8.2,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern and South-Eastern Asia,2020,21.114293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern and South-Eastern Asia,2021,21.114293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Eastern and South-Eastern Asia,2022,21.114293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe,2020,6.49512044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe,2021,6.56769044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe,2022,6.50318444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe and Northern America,2020,9.25812044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe and Northern America,2021,9.33069044,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Europe and Northern America,2022,9.26618444,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Land Locked Developing Countries,2020,9.953805856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Land Locked Developing Countries,2021,9.873305856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Land Locked Developing Countries,2022,10.044305856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Latin America and the Caribbean,2020,16.388225882,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Latin America and the Caribbean,2021,17.443912941,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Latin America and the Caribbean,2022,17.90332,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Least Developed Countries,2020,0.441307,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Least Developed Countries,2021,0.441807,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Least Developed Countries,2022,0.441807,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa,2020,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa,2021,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa,2022,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa and Western Asia,2020,8.61011,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa and Western Asia,2021,8.72495,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern Africa and Western Asia,2022,10.09956,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern America,2020,2.763,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern America,2021,2.763,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Northern America,2022,2.763,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Oceania,2020,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Oceania,2021,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Oceania,2022,0.0007436,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Small Island Developing States,2020,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Small Island Developing States,2021,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Small Island Developing States,2022,0,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,South-eastern Asia,2020,12.914293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,South-eastern Asia,2021,12.914293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,South-eastern Asia,2022,12.914293489,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Sub-Saharan Africa,2020,0.831205856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Sub-Saharan Africa,2021,0.831705856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Sub-Saharan Africa,2022,0.831705856,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Western Asia,2020,8.61011,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Western Asia,2021,8.72495,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,Western Asia,2022,10.09956,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,World,2020,65.013699267,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,World,2021,66.166296326,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for aquaculture,World,2022,68.033807385,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Australia and New Zealand,2020,1.186,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Australia and New Zealand,2021,1.386,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Australia and New Zealand,2022,1.486,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central Asia,2020,3.674,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central Asia,2021,3.706,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central Asia,2022,3.351,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central and Southern Asia,2020,3.674,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central and Southern Asia,2021,3.706,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Central and Southern Asia,2022,3.351,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern Asia,2020,0.5248,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern Asia,2021,0.5248,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern Asia,2022,0.5248,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern and South-Eastern Asia,2020,1.431188267,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern and South-Eastern Asia,2021,1.421837127,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Eastern and South-Eastern Asia,2022,1.415971502,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe,2020,2.118674803,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe,2021,2.109697512,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe,2022,2.020507035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe and Northern America,2020,14.160924803,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Water withdrawal for livestock (watering and cleaning),Europe and Northern America,2021,14.135697512,10^9 m3/year,E,true
